candidate_name,partition,trace_id,source_index,normalized_delta_nll,topk_union_jsd,late_jsd_spike,late_entropy_spike,entropy_monotonicity_violation,math_token_delta_nll,answer_token_delta_nll,overconfidence_collapse,rtd,token_count,token_mismatch
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0050,86,313.85444994711327,0.07534040771081782,0.3118230876506969,1.6993013525032437,0.24946688832446504,780.9963740421406,19.886369192967212,1.2462943211673478,142.3276692708881,131,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0051,88,127.2373305914733,0.06733955591126782,0.26798754636542166,0.949033260345459,0.2571385774203075,102.0488822758688,5.535625476192106,2.88348102677757,40.58575184363123,152,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0052,90,179.54818769912066,0.07892945070487817,0.25092765445207177,1.494093127176165,0.28236497281458794,296.76643513874615,2.3855145762671786,1.0632959585069799,69.09436621868609,219,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0053,91,364.22897651146485,0.07769895310184105,0.23735754261133485,1.3082067370414734,0.24851899847934397,541.3840865782053,19.505619284644506,1.121584033888537,135.65878773306457,152,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0054,95,411.66288959018044,0.08098258307240898,0.3472052564491625,1.7661393526941536,0.2885154566247321,480.7092730567114,45.9374939809881,2.433640893582691,144.12711467886172,207,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0055,96,208.03686393737118,0.0692892769777206,0.23527752522982393,1.0485314339399343,0.23358199796321144,191.2376075084721,62.93722673590965,0.08484235399704243,70.6868812295037,108,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0056,103,82.05103336901169,0.06478448378806881,0.2742273282104604,1.1324380925856523,0.24620460053312965,85.28293794401063,58.448086361218834,2.3253761345018646,30.598094221469374,133,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0057,104,396.5663198251704,0.09411685804142604,0.4089017153897496,1.1974875870160737,0.28355891748679973,777.6255981757919,10.16086341305586,2.2045396711790834,162.2341078894129,147,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0058,105,1062.0982333428142,0.06955440437061298,0.18017752038529797,0.7037145495414734,0.2408015954358416,3516.659381110644,8.468789537027833,2.7042763566065413,547.5581031184901,101,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0059,107,86.51238436709144,0.083996349352071,0.36841093625668786,1.679713296238333,0.31616281481947417,158.4123235871548,13.279232281468913,2.047295948339528,35.40088968999184,190,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0060,108,167.15243344598434,0.07720206486284899,0.29974426887018,1.3680361929942588,0.29714354601303555,175.7853429742543,22.654981982168326,0.5156492760168202,57.298088665141805,209,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0061,109,469.4046273497448,0.06704609970753787,0.36813422662749873,0.9365730524063108,0.169542092201543,804.1840194261582,2.6028097706942703,0.37398438631740927,182.05570685453887,120,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0062,110,152.9158991143704,0.08277246915701614,0.31726131041554856,1.464771753549576,0.27831116285480034,243.23951137625158,69.29520197990776,2.5008524815310933,61.562965007277874,217,False
rtp_gate_structure_drop_1_9_14_24,calibration,gsm8k_dense_0063,112,95.83959801421877,0.07590088426036819,0.34465553745178135,1.9888073850423096,0.3176281844713759,98.91456974199741,0.0,1.688160596018838,32.336035922743356,118,False
