candidate_name,layers,k,known_route,trace_count,top_k,layer_index,reverse_tail_priority,bi_prune_priority,normalized_delta_nll,topk_union_jsd,late_jsd_spike,late_entropy_spike,entropy_monotonicity_violation,math_token_delta_nll,answer_token_delta_nll,overconfidence_collapse,rtd,smoke_rtd,calibration_rtd,holdout_rtd,gsm8k_retention,xsum_retention,risky_gsm8k_lt_0_60,score_file
rtp_gate_pure_drop_11,11,1,,300,100,11,11,2,32.596182467815574,0.022318788438834163,0.10351740291161672,0.5197098393495445,0.17455213389023722,54.71501650807082,1.9978091761972867,0.4847910960820159,12.760485721899895,,13.726647073102086,10.8281630194955,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_11.json
rtp_gate_pure_drop_12,12,1,,300,100,12,12,0,17.564132693575235,0.01951095953745671,0.108606622341936,0.33404324474387975,0.15660399597618846,32.076513643888894,3.046659776894488,0.7074041493404764,7.223353272100504,,7.937727452169995,5.7946049119615,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_12.json
rtp_gate_pure_drop_13,13,1,,300,100,13,13,0,36.84442995963745,0.027973423736656795,0.1543222171892242,0.6090294938291666,0.18668687838861764,62.52250759474346,10.243883871333496,0.5690503428992295,14.886070965535707,,14.923889174524518,14.810434547558053,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_13.json
rtp_gate_pure_drop_14,14,1,,300,100,14,14,0,37.628426551556274,0.021539129371133947,0.1230333355748652,0.36905740568484635,0.15150934599036392,80.74782244253963,4.844099158325152,0.6373537771702457,16.227473131370104,,15.742774869922211,17.196869654265896,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_14.json
rtp_gate_pure_drop_15,15,1,,300,100,15,15,0,57.83290547781648,0.02487492969550168,0.1139002320244369,0.5913499210617228,0.18481921530455236,132.24070324578963,8.987181350862052,0.4146572970798951,25.632174920382162,,24.781781977657534,27.332960805831444,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_15.json
rtp_gate_pure_drop_16,16,1,,300,100,16,16,0,164.32987177742248,0.024298949062405612,0.13033477459068302,0.4001520777403367,0.1551728115262416,414.81668225302667,31.265856281979154,0.5355003833083716,75.95197947386252,,72.81796418209402,82.22001005739969,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_16.json
rtp_gate_pure_drop_17,17,1,,300,100,17,17,0,74.74196485587578,0.019638120247749094,0.09732696391835166,0.4037265556888285,0.16590997918001174,175.1532533522021,4.7634163728581695,0.339328182031809,33.044779315572974,,32.231804920050166,34.67072810661854,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_17.json
rtp_gate_pure_drop_18,18,1,,300,100,18,18,1,290.57278068590784,0.02179573480474523,0.10166448204451708,0.38938877531984045,0.15828004657957176,735.8441883029012,9.751290274688557,0.3532367437784205,132.1058334447221,,128.06402609012395,140.18944815391845,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_18.json
rtp_gate_pure_drop_19,19,1,,300,100,19,19,0,41.233433744607304,0.015592155150990633,0.08008736685641618,0.36959014020833997,0.15878640530910018,101.69432836777456,6.283895993331415,0.5849684542129162,18.86763509792668,,16.977963720759824,22.646977852260385,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_19.json
rtp_gate_pure_drop_1_10,"1,10",2,,300,100,,,,37.578425923685124,0.03123561692132077,0.15726830540978404,0.669165927227664,0.18607051265269514,66.69365063137084,9.471868531721613,0.8606186507624138,15.386311301254255,,16.22839256660562,13.70214877055151,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_10.json
rtp_gate_pure_drop_1_10_24,"1,10,24",3,,300,100,,,,81.54000441426977,0.05175346709889415,0.23552121150609945,1.0203543706258575,0.22001123660031263,103.88592550860834,24.473603076013788,1.1021187069650265,30.18333813139306,,31.640196677912574,27.26962103835397,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_10_24.json
rtp_gate_pure_drop_1_11,"1,11",2,,300,100,,,,52.73850254480585,0.03239252918637583,0.15807489081384954,0.6452413765210955,0.1874865185795824,93.85098818979637,5.605895353118911,0.8693229586852281,21.15284912460029,,23.878955439576576,15.70063649464768,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_11.json
rtp_gate_pure_drop_1_11_24,"1,11,24",3,,300,100,,,,97.45409818422884,0.05261092206986725,0.24637260722305238,0.9931664367277214,0.2217469724320928,121.44037314632085,14.962604058902661,1.0793205247771938,35.08763294150751,,37.907729307673236,29.4474402091761,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_11_24.json
rtp_gate_pure_drop_1_12,"1,12",2,,300,100,,,,26.95671754786867,0.02734341967609862,0.14699942541734898,0.460331623595198,0.1691076080519368,47.44017830175149,9.109981104236088,1.1265086047454616,11.14788528420768,,12.454014909806128,8.535626033010768,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_12.json
rtp_gate_pure_drop_1_12_24,"1,12,24",3,,300,100,,,,65.16801250372812,0.04659441986370181,0.24007382349963668,0.8059234656534969,0.2023875069813901,75.6465502911298,15.98659340147567,1.2439497254127843,23.378340147959285,,24.22536495177774,21.68429054032238,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_12_24.json
rtp_gate_pure_drop_1_13,"1,13",2,,300,100,,,,64.50034612605036,0.03743123054529356,0.20301262648615398,0.7213775448912387,0.20097627335771978,122.25276596631947,20.510086882358504,1.078889184545378,27.139461494858438,,26.78416700078133,27.850050483012616,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_13.json
rtp_gate_pure_drop_1_13_24,"1,13,24",3,,300,100,,,,126.75961809030768,0.0586682585599324,0.2821845645419744,1.1303412551090581,0.24055427181577074,179.1806510458703,37.11040105326951,1.2410527680567218,48.1760133563023,,46.8917991418823,50.74444178514229,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_13_24.json
rtp_gate_pure_drop_1_14,"1,14",2,,300,100,,,,56.79136092542941,0.029589913409601768,0.16086511404588608,0.4756077224524363,0.16276205742127098,121.93857760931455,5.130854024728454,1.0258391845149226,24.36757602435014,,25.288715950710113,22.52529617163017,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_14.json
rtp_gate_pure_drop_1_14_24,"1,14,24",3,,300,100,,,,86.01014616245229,0.046854755102254696,0.2381996044447139,0.8146047965209632,0.1964607164333834,134.96332377071477,16.376688083710643,1.160570100425239,33.35086023817937,,34.307439369016684,31.437701976504727,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_14_24.json
rtp_gate_pure_drop_1_15,"1,15",2,,300,100,,,,92.46129310558622,0.03149029160756107,0.1529997082758112,0.7130792393948419,0.19802000385537005,207.21514673889322,18.608772279530772,0.8337163440667921,40.81170437827273,,38.353390353950445,45.72833242691736,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_15.json
rtp_gate_pure_drop_1_15_24,"1,15,24",3,,300,100,,,,151.27739222854623,0.05524993079699493,0.25310070122396466,1.2115016895310562,0.2440210757142647,271.014464210618,37.070014149159235,1.0175091136383434,61.648743719717665,,60.61218244240621,63.721866274340584,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_15_24.json
rtp_gate_pure_drop_1_16,"1,16",2,,300,100,,,,175.92212217532514,0.03129280147591198,0.15956790026361228,0.4836018910344338,0.16339668560371018,431.2467775792923,49.01269555286347,0.9570605683720682,81.0876377920735,,78.11061418832827,87.04168499956377,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_16.json
rtp_gate_pure_drop_1_16_24,"1,16,24",3,,300,100,,,,184.5154486210431,0.04814732585436174,0.2322198747216583,0.8320414310101168,0.1961741097605004,382.7109520224205,49.39587634981773,1.2021960102695877,79.45154310044569,,75.40156635311644,87.55149659510406,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_16_24.json
rtp_gate_pure_drop_1_17,"1,17",2,,300,100,,,,92.4526340347672,0.02627372017922016,0.13510349580357028,0.48970601388623985,0.17636765615230487,213.10124278263112,9.748019074204187,0.685038493998464,40.792147886473394,,40.63791388692668,41.100615885566846,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_17.json
rtp_gate_pure_drop_1_17_24,"1,17,24",3,,300,100,,,,142.21009183304,0.04667264764287711,0.22814168848587732,0.9027889649693608,0.21643555701229705,259.0842354927445,52.975942533097715,0.7618069422912992,59.15821543232133,,60.73243891091722,56.00976847512953,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_17_24.json
rtp_gate_pure_drop_1_18,"1,18",2,,300,100,,,,321.80820100100044,0.02867138164774928,0.14192357243915038,0.4794881527367476,0.16775921950089387,809.9260580516486,10.625405185581121,0.5693419215521861,145.9153273599462,,143.02509086925988,151.69580034131874,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_18.json
rtp_gate_pure_drop_1_18_24,"1,18,24",3,,300,100,,,,313.07039775559247,0.04741022923124376,0.23343096776140929,0.9146512348951439,0.20629267252587224,706.6753749515049,25.901518291485562,0.7397346169472588,136.3276701731835,,137.4246072790899,134.13379596137068,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_18_24.json
rtp_gate_pure_drop_1_19,"1,19",2,,300,100,,,,58.35931563385444,0.021632562751772295,0.10999226385101032,0.45108671605890216,0.16878734600683346,142.3054949659859,9.479132615765588,0.9542598751792337,26.591329974420418,,24.836045127478105,30.101899668305023,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_19.json
rtp_gate_pure_drop_1_19_24,"1,19,24",3,,300,100,,,,109.25922403006061,0.04470943147498797,0.22518279875635153,0.8686620001293426,0.20527739485629895,190.59078235932682,31.604616980896058,1.21105620798266,44.38339385060943,,40.279683346679754,52.59081485846871,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_19_24.json
rtp_gate_pure_drop_1_2,"1,2",2,,300,100,,,,677.7097737165045,0.10562830510632516,0.4124928246998649,1.698477812581851,0.3190725477545207,1325.3032373944045,399.008134088996,2.0677479987997254,295.8523849903674,,301.2101184836623,285.1369180037777,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_2.json
rtp_gate_pure_drop_1_20,"1,20",2,,300,100,,,,316.69121650740095,0.02406488142530652,0.11962433740564783,0.4083356636359446,0.15831484647876992,798.8634642910217,10.496893002072438,0.46467777640634106,143.72467019475252,,142.69397939278883,145.78605179868018,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_20.json
rtp_gate_pure_drop_1_20_24,"1,20,24",3,,300,100,,,,422.43673731307734,0.04978488498817659,0.26440273414739035,0.9191681160971753,0.2020174297915466,962.5140097392355,35.83250541561271,0.7834905115373906,184.63996864846396,,184.15398791976259,185.61193010586655,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_20_24.json
rtp_gate_pure_drop_1_21,"1,21",2,,300,100,,,,28.097770233977382,0.022268910306892063,0.09710064103797743,0.3816079060700186,0.16224215722195223,61.124459316018026,5.356415516691701,0.6051170837713222,12.298463664604858,,10.297440645216124,16.300509703382325,,,,/root/hs/paper2_layer_pruning/results/day12_rtp_gate/rtd_scores/rtp_gate_pure_drop_1_21.json
